20130415,30
20130414,31
20130413,35
20130412,44
20130411,20
20130410,18
20130409,28
20130408,44
20130407,24
20130406,32
20130405,78
20130404,27
20130403,39
20130402,65
20130401,38
20130331,16
20130330,42
20130329,18
20130328,88
20130327,41
20130326,93
20130325,46
20130324,44
20130323,46
20130322,16
20130321,22
20130320,17
20130319,23
20130318,8
20130317,12
20130316,15
20130315,8
20130314,16
20130313,25
20130312,19
20130311,9
20130310,7
20130309,11
20130308,7
20130307,8
20130306,25
20130305,7
20130304,8
20130303,6
20130302,12
20130301,13
20130228,11
20130227,8
20130226,13
20130225,12
20130224,4
20130223,2
20130222,7
20130221,14
20130220,9
20130219,2
20130218,6
20130217,1
20130216,1
20130215,1
20130214,3
20130213,2
20130212,5
20130211,3
20130210,1
20130209,0
20130208,4
20130207,17
20130206,0
20130205,9
20130204,7
20130203,5
20130202,0
20130201,6
20130131,17
20130130,6
20130129,8
20130128,12
20130127,10
20130126,9
20130125,17
20130124,10
20130123,13
20130122,16
20130121,15
20130120,11
20130119,16
20130118,9
20130117,22
20130116,11
20130115,11
20130114,14
20130113,16
20130112,10
20130111,9
20130110,14
20130109,7
20130108,15
20130107,9
20130106,21
20130105,31
20130104,10
20130103,9
20130102,8
20130101,6
20121231,15
20121230,7
20121229,10
20121228,9
20121227,17
20121226,28
20121225,10
20121224,11
20121223,2
20121222,3
20121221,11
20121220,75
20121219,10
20121218,15
20121217,14
20121216,11
20121215,21
20121214,9
20121213,13
20121212,14
20121211,10
20121210,6
20121209,10
20121208,9
20121207,11
20121206,9
20121205,7
20121204,5
20121203,8
20121202,10
20121201,17
20121130,24
20121129,7
20121128,13
20121127,11
20121126,10
20121125,8
20121124,26
20121123,12
20121122,19
20121121,8
20121120,14
20121119,11
20121118,8
20121117,8
20121116,15
20121115,5
20121114,10
20121113,10
20121112,10
20121111,3
20121110,7
20121109,12
20121108,11
20121107,18
20121106,16
20121105,20
20121104,22
20121103,46
20121102,177
20121101,20
20121031,34
20121030,89
20121029,198
20121028,12
20121027,9
20121026,10
20121025,4
20121024,9
20121023,7
20121022,14
20121021,13
20121020,8
20121019,11
20121018,15
20121017,11
20121016,10
20121015,19
20121014,18
20121013,10
20121012,13
20121011,7
20121010,13
20121009,15
20121008,7
20121007,5
20121006,8
20121005,3
20121004,2
20121003,8
20121002,6
20121001,5
20120930,9
20120929,9
20120928,20
20120927,30
20120926,12
20120925,27
20120924,96
20120923,24
20120922,10
20120921,23
20120920,10
20120919,16
20120918,27
20120917,10
20120916,28
20120915,28
20120914,72
20120913,74
20120912,36
20120911,70
20120910,59
20120909,32
20120908,34
20120907,41
20120906,28
20120905,16
20120904,32
20120903,32
20120902,78
20120901,71
20120831,101
20120830,111
20120829,124
20120828,67
20120827,36
20120826,119
20120825,40
20120824,35
20120823,74
20120822,383
20120821,204
20120820,132
20120819,36
20120818,70
20120817,77
20120816,86
20120815,47
20120814,64
20120813,103
20120812,75
20120811,135
20120810,305
20120809,269
20120808,388
20120807,174
20120806,297
20120805,334
20120804,200
20120803,148
20120802,165
20120801,177
20120731,370
20120730,393
20120729,191
20120728,258
20120727,637
20120726,824
20120725,830
20120724,3093
20120723,2062
20120722,4124
20120721,903
20120720,69
20120719,33
20120718,67
20120717,158
20120716,73
20120715,82
20120714,111
20120713,77
20120712,58
20120711,220
20120710,265
20120709,133
20120708,59
20120707,50
20120706,87
20120705,125
20120704,104
20120703,72
20120702,72
20120701,24
20120630,18
20120629,77
20120628,85
20120627,146
20120626,139
20120625,123
20120624,109
20120623,58
20120622,57
20120621,49
20120620,38
20120619,59
20120618,177
20120617,53
20120616,33
20120615,42
20120614,34
20120613,32
20120612,42
20120611,0
20120610,72
20120609,68
20120608,154
20120607,17
20120606,21
20120605,17
20120604,20
20120603,24
20120602,31
20120601,18
20120531,39
20120530,485
20120529,122
20120528,37
20120527,9
20120526,13
20120525,34
20120524,37
20120523,39
20120522,26
20120521,34
20120520,13
20120519,33
20120518,25
20120517,28
20120516,24
20120515,180
20120514,372
20120513,780
20120512,261
20120511,33
20120510,64
20120509,30
20120508,51
20120507,32
20120506,15
20120505,50
20120504,31
20120503,33
20120502,27
20120501,78
20120430,57
20120429,31
20120428,23
20120427,38
20120426,15
20120425,34
20120424,81
20120424,81
20120423,19
20120422,10
20120421,51
20120420,132
20120419,85
20120418,30
20120417,14
20120416,10
20120415,23
20120414,8
20120413,43
20120412,20
20120411,9
20120410,10
20120409,6
20120408,11
20120407,17
20120406,13
20120405,38
20120404,0
20120403,0
20120402,4
20120401,4
20120331,3
20120330,2
20120329,4
20120328,3
20120327,9
20120326,9
20120325,0
20120324,1
20120323,12
20120322,13
20120321,9
20120320,3
20120319,10
20120318,3
20120317,4
20120316,1
20120315,7
20120314,3
20120313,7
20120312,10
20120311,1
20120310,7
20120309,13
20120308,9
20120307,17
20120306,9
20120305,22
20120304,21
20120303,21
20120302,77
20120301,97
20120229,9
20120228,6
20120227,11
20120226,1
20120225,4
20120224,5
20120223,10
20120222,8
20120221,5
20120220,0
20120219,1
20120218,0
20120217,2
20120216,0
20120215,3
20120214,3
20120213,5
20120212,2
20120211,0
20120210,1
20120209,1
20120208,4
20120207,10
20120206,7
20120205,2
20120204,6
20120203,6
20120202,7
20120201,2
20120131,2
20120130,1
20120129,1
20120128,0
20120127,0
20120126,4
20120125,3
20120124,2
20120123,0
20120122,0
20120121,2
20120120,1
20120119,3
20120118,3
20120117,2
20120116,2
20120115,0
20120114,1
20120113,1
20120112,0
20120111,1
20120110,1
20120109,1
20120108,4
20120107,1
20120106,3
20120105,2
20120104,5
20120103,2
20120102,2
20120101,4
20111231,3
20111230,5
20111229,3
20111228,5
20111227,5
20111226,1
20111225,0
20111224,3
20111223,4
20111222,3
20111221,4
20111220,1
20111219,0
20111218,3
20111217,3
20111216,2
20111215,1
20111214,7
20111213,1
20111212,13
20111211,18
20111210,6
20111209,18
20111208,19
20111207,15
20111206,15
20111205,6
20111204,8
20111203,20
20111202,14
20111201,16
20111130,12
20111129,13
20111128,4
20111127,4
20111126,13
20111125,14
20111124,3
20111123,11
20111122,13
20111121,10
20111120,12
20111119,15
20111118,47
20111117,23
20111116,17
20111115,13
20111114,7
20111113,19
20111112,12
20111111,18
20111110,31
20111109,28
20111108,24
20111107,11
20111106,11
20111105,18
20111104,22
20111103,15
20111102,16
20111101,26
20111031,5
20111030,6
20111029,8
20111028,10
20111027,12
20111026,13
20111025,42
20111024,8
20111023,15
20111022,31
20111021,29
20111020,34
20111019,49
20111018,38
20111017,53
20111016,46
20111015,147
20111014,219
20111013,122
20111012,53
20111011,47
20111010,85
20111009,65
20111008,83
20111007,136
20111006,123
20111005,78
20111004,28
20111003,71
20111002,150
20111001,402
20110930,1106
20110929,80
20110928,18
20110927,22
20110926,11
20110925,21
20110924,7
20110923,20
20110922,25
20110921,61
20110920,45
20110919,46
20110918,41
20110917,36
20110916,65
20110915,28
20110914,36
20110913,25
20110912,44
20110911,49
20110910,24
20110909,50
20110908,35
20110907,40
20110906,49
20110905,36
20110904,51
20110903,60
20110902,130
20110901,169
20110831,98
20110830,64
20110829,20
20110828,86
20110827,76
20110826,88
20110825,81
20110824,63
20110823,46
20110822,88
20110821,55
20110820,46
20110819,67
20110818,45
20110817,76
20110816,65
20110815,122
20110814,106
20110813,85
20110812,149
20110811,77
20110810,91
20110809,102
20110808,96
20110807,85
20110806,73
20110805,135
20110804,134
20110803,81
20110802,103
20110801,99
20110731,124
20110730,261
20110729,303
20110728,205
20110727,304
20110726,272
20110725,231
20110724,401
20110723,428
20110722,142
20110721,168
20110720,307
20110719,4124
20110718,1111
20110717,235
20110716,155
20110715,97
20110714,199
20110713,186
20110712,581
20110711,186
20110710,74
20110709,95
20110708,99
20110707,78
20110706,143
20110705,311
20110704,1123
20110703,336
20110702,151
20110701,160
20110630,212
20110629,424
20110628,508
20110627,223
20110626,249
20110625,443
20110624,988
20110623,683
20110622,623
20110621,177
20110620,234
20110619,235
20110618,303
20110617,159
20110616,101
20110615,252
20110614,116
20110613,68
20110612,79
20110611,110
20110610,134
20110609,53
20110608,35
20110607,77
20110606,73
20110605,24
20110604,10
20110603,4
20110602,4
20110601,10
20110531,5
20110530,5
20110529,0
20110528,2
20110527,7
20110526,4
20110525,9
20110524,10
20110523,19
20110522,34
20110521,5
20110520,0
20110519,3
20110518,2
20110517,8
20110516,13
20110515,5
20110514,27
20110513,24
20110512,25
20110511,12
20110510,12
20110509,23
20110508,79
20110507,14
20110506,8
20110505,0
20110504,8
20110503,16
20110502,9
20110501,14
20110430,0
20110429,4
20110428,7
20110427,4
20110426,2
20110425,3
20110424,2
20110423,3
20110422,3
20110421,5
20110420,4
20110419,3
20110418,3
20110417,21
20110416,1
20110415,2
20110414,3
20110413,0
20110412,2
20110411,1
20110410,0
20110409,3
20110408,2
20110407,0
20110406,4
20110405,1
20110404,0
20110403,1
20110402,0
20110401,1
20110331,0
20110330,4
20110329,0
20110328,1
20110327,2
20110326,1
20110325,1
20110324,4
20110323,6
20110322,2
20110321,3
20110320,3
20110319,0
20110318,4
20110317,5
20110316,1
20110315,4
20110314,6
20110313,6
20110312,6
20110311,3
20110310,6
20110309,10
20110308,2
20110307,8
20110306,2
20110305,0
20110304,3
20110303,5
20110302,4
20110301,0
20110228,3
20110227,0
20110226,4
20110225,0
20110224,0
20110223,3
20110222,2
20110221,3
20110220,0
20110219,0
20110218,1
20110217,1
20110216,1
20110215,2
20110214,2
20110213,4
20110212,3
20110211,0
20110210,2
20110209,1
20110208,0
20110207,0
20110206,0
20110205,0
20110204,0
20110203,0
20110202,0
20110201,0
20110131,3
20110130,0
20110129,1
20110128,0
20110127,1
20110126,0
20110125,0
20110124,2
20110123,1
20110122,1
20110121,0
20110120,1
20110119,3
20110118,0
20110117,1
20110116,0
20110115,0
20110114,2
20110113,1
20110112,1
20110111,1
20110110,0
20110109,0
20110108,2
20110107,0
20110106,2
20110105,1
20110104,0
20110103,1
20110102,2
20110101,0
20101231,0
20101230,1
20101229,0
20101228,1
20101227,0
20101226,0
20101225,0
20101224,0
20101223,0
20101222,1
20101221,1
20101220,0
20101219,0
20101218,1
20101217,0
20101216,2
20101215,2
20101214,2
20101213,2
20101212,1
20101211,0
20101210,4
20101209,0
20101208,1
20101207,0
20101206,0
20101205,1
20101204,0
20101203,1
20101202,0
20101201,3
20101130,1
20101129,0
20101128,0
20101127,0
20101126,7
20101125,3
20101124,0
20101123,0
20101122,1
20101121,2
20101120,0
20101119,0
20101118,2
20101117,2
20101116,3
20101115,1
20101114,2
20101113,1
20101112,6
20101111,1
20101110,4
20101109,1
20101108,1
20101107,0
20101106,0
20101105,0
20101104,0
20101103,4
20101102,1
20101101,3
20101031,0
20101030,1
20101029,1
20101028,1
20101027,4
20101026,2
20101025,6
20101024,2
20101023,9
20101022,4
20101021,6
20101020,9
20101019,41
20101018,105
20101017,113
20101016,36
20101015,4
20101014,0
20101013,0
20101012,0
20101011,7
20101010,3
20101009,14
20101008,25
20101007,42
20101006,20
20101005,4
20101004,4
20101003,1
20101002,0
20101001,1
20100930,1
20100929,0
20100928,1
20100927,5
20100926,1
20100925,2
20100924,7
20100923,10
20100922,1
20100921,20
20100920,0
20100919,0
20100918,2
20100917,4
20100916,0
20100915,4
20100914,7
20100913,10
20100912,15
20100911,10
20100910,16
20100909,19
20100908,11
20100907,10
20100906,9
20100905,8
20100904,31
20100903,19
20100902,9
20100901,12
20100831,4
20100830,11
20100829,4
20100828,2
20100827,3
20100826,7
20100825,12
20100824,9
20100823,12
20100822,20
20100821,41
20100820,25
20100819,43
20100818,12
20100817,8
20100816,17
20100815,6
20100814,9
20100813,17
20100812,13
20100811,10
20100810,12
20100809,16
20100808,14
20100807,4
20100806,27
20100805,20
20100804,14
20100803,3
20100802,8
20100801,5
20100731,7
20100730,10
20100729,29
20100728,35
20100727,24
20100726,28
20100725,31
20100724,35
20100723,66
20100722,71
20100721,99
20100720,40
20100719,105
20100718,68
20100717,31
20100716,47
20100715,78
20100714,108
20100713,81
20100712,41
20100711,12
20100710,7
20100709,12
20100708,5
20100707,5
20100706,2
20100705,5
20100704,4
20100703,3
20100702,18
20100701,15
20100630,12
20100629,20
20100628,17
20100627,16
20100626,19
20100625,19
20100624,27
20100623,22
20100622,37
20100621,28
20100620,30
20100619,59
20100618,46
20100617,11
20100616,22
20100615,53
20100614,4
20100613,11
20100612,5
20100611,26
20100610,41
20100609,20
20100608,1
20100607,4
20100606,5
20100605,3
20100604,8
20100603,7
20100602,11
20100601,6
20100531,3
20100530,5
20100529,35
20100528,11
20100527,7
20100526,4
20100525,3
20100524,7
20100523,11
20100522,13
20100521,11
20100520,10
20100519,33
20100518,13
20100517,43
20100516,31
20100515,93
20100514,99
20100513,11
20100512,70
20100511,78
20100510,17
20100509,10
20100508,70
20100507,3
20100506,3
20100505,1
20100504,1
20100503,1
20100502,0
20100501,0
20100430,0
20100429,12
20100428,0
20100427,1
20100426,10
20100425,4
20100424,1
20100423,6
20100422,22
20100421,1
20100420,7
20100419,0
20100418,1
20100417,0
20100416,0
20100415,2
20100414,4
20100413,1
20100412,2
20100411,2
20100410,1
20100409,0
20100408,2
20100407,4
20100406,6
20100405,0
20100404,0
20100403,0
20100402,0
20100401,0
20100331,0
20100330,1
20100329,0
20100328,0
20100327,0
20100326,0
20100325,2
20100324,0
20100323,0
20100322,0
20100321,0
20100320,0
20100319,0
20100318,0
20100317,2
20100316,0
20100315,0
20100314,1
20100313,1
20100312,1
20100311,0
20100310,0
20100309,1
20100308,0
20100307,0
20100306,0
20100305,0
20100304,0
20100303,0
20100302,0
20100301,0
20100228,0
20100227,0
20100226,0
20100225,0
20100224,0
20100223,0
20100222,1
20100221,0
20100220,0
20100219,0
20100218,1
