聊城酒店,聊城顺通宾馆,东昌府区站前街325号（东昌府区，汽车西站对面）,,,,,http://hotels.ctrip.com/hotel/1027321.html,
成都酒店,成都市邛崃卧龙镇正霞旅馆,卧龙镇宇龙街,,,,,http://hotels.ctrip.com/hotel/4338453.html,
昆明酒店,昆明如家逸招待所,盘龙区落索坡新村（沣源路与小康大道路口）（盘龙区）,,,,,http://hotels.ctrip.com/hotel/1518113.html,
集安(通化)酒店,集安红焱旅馆,胜利路安达手机店隔壁（近黎明街）,,,,,http://hotels.ctrip.com/hotel/2697889.html,
杭州酒店,杭州下沙浪漫满屋旅馆,高沙南区第二排9号。 【下沙开发区及高教园区】,,,,,http://hotels.ctrip.com/hotel/4730413.html,
中山酒店,中山明兴住宿,阜沙镇隆发路（隆发路与长安街交界）。 【阜沙镇】,,,,,http://hotels.ctrip.com/hotel/1319631.html,
绵阳酒店,绵阳宏越旅馆,一环路南段79号，御苑巷东侧。 【市区】,,,,,http://hotels.ctrip.com/hotel/1965417.html,
绵阳酒店,绵阳温馨小窝,花园路9号万达公馆B座，近花园南街。 【市区】,,,,,http://hotels.ctrip.com/hotel/2697484.html,
中山酒店,中山日月住宿,东镇大道。 【火炬开发区】,,,,,http://hotels.ctrip.com/hotel/4332630.html,
聊城酒店,聊城东盛商务宾馆,东昌府区汽车总站东50米路南(曼德夫东临),,,,,http://hotels.ctrip.com/hotel/4740913.html,
东莞酒店,东莞达人经典住宿,长安镇福海路9巷东1号，近复兴路。 【长安镇】,,,,,http://hotels.ctrip.com/hotel/2210260.html,
海晏(海北)酒店,海晏相其布客栈,甘子河乡德州村（近315国道）,,,,,http://hotels.ctrip.com/hotel/1245249.html,
潍坊酒店,潍坊华府宾馆,奎文区胜利西街与向阳路交叉口，近中百大厦。 【火车站/汽车站】,,,,,http://hotels.ctrip.com/hotel/813966.html,
东莞酒店,东莞天盈公寓住宿,道滘镇振兴北八路道滘汽车站附近,,,,,http://hotels.ctrip.com/hotel/4828283.html,
集安(通化)酒店,集安市小江南客栈(通化),胜利路888号(集安市政府西侧),,,,,http://hotels.ctrip.com/hotel/4336677.html,
中山酒店,中山运达住宿,东凤镇兴华中路43号，近兴华中路一街。 【东凤镇、东升镇】,,,,,http://hotels.ctrip.com/hotel/2224112.html,
东莞酒店,宜家住宿（东莞厚街店）,厚街镇陈屋金丰昌路8号。 【厚街镇】,,,,,http://hotels.ctrip.com/hotel/1582111.html,
东莞酒店,满意住宿（东莞清溪一店）,清溪镇罗马路28号。 【清溪镇】,,,,,http://hotels.ctrip.com/hotel/1595072.html,
杭州酒店,杭州半缘旅馆,余杭区塘栖新苑小区12幢，近广济路。 【余杭地区】,,,,,http://hotels.ctrip.com/hotel/1340568.html,
吉林酒店,吉林市阳光旅店入住,恒山西路。 【火车站】,,,,,http://hotels.ctrip.com/hotel/4333744.html,
成都酒店,成都杨仁堂住宿,金牛区营门口路270号（和外滩8号属于同一栋楼），近成都杨中医骨科诊所。 【一品天下/金沙遗址附近地区】,,,,,http://hotels.ctrip.com/hotel/1713086.html,
昆明酒店,昆明老槐树宾馆,官渡区六甲乡张家沟村5组6号（官渡区，近六甲花园小区）,,,,,http://hotels.ctrip.com/hotel/2060180.html,
杭州酒店,杭州天齐旅馆,拱墅区假山路5-2号。 【运河商务区】,,,,,http://hotels.ctrip.com/hotel/816725.html,
潍坊酒店,潍坊新华宾馆(东风东街),奎文区东风东街与新华路交叉口东50米处。 【市政府/富华会展中心/潍坊学院】,,,,,http://hotels.ctrip.com/hotel/1232418.html,
吉林酒店,吉林青年如家日租公寓,昌邑区吉林大街财富广场C座，近上海路。 【火车站】,,,,,http://hotels.ctrip.com/hote�明 盘龙区 东郊黄土坡新村74号 近七彩云南花之城,,2012年,18间,电话0871-63860038,http://hotels.ctrip.com/hotel/5077988.html,
萍乡酒店,武功山萍乡山沈子铁蹄峰有间客栈,麻田乡沈子村铁蹄峰有间客栈,,,,,http://hotels.ctrip.com/hotel/4821371.html,
杭州酒店,青缘农家乐,临安市青山镇老管委会对面。 【 市中心及青山湖景区】,,,,,http://hotels.ctrip.com/hotel/4728221.html,
吉林酒店,吉林祥记旅店,龙潭区大同路铁东商贸中心住宅1号楼7号，近承德街。 【火车站】,,,,,http://hotels.ctrip.com/hotel/2362165.html,
成都酒店,成都天久租住,惠民正街181号2栋4单元(罗萨米亚蛋糕世界二楼)。 【温江地区】,,,,,http://hotels.ctrip.com/hotel/4364260.html,
吉林酒店,雾凇岛雾影淞情宾馆,龙潭区乌拉街镇韩屯村三组,,,,,http://hotels.ctrip.com/hotel/4330736.html,
潍坊酒店,潍坊华艺宾馆,潍城区路58号。 【火车站/汽车站】,,,,,http://hotels.ctrip.com/hotel/4740100.html,
成都酒店,成都永新旅馆,双流区彭镇燃灯西路49号（近燃灯小区），近罗汉路。 【双流地区】,,,,,http://hotels.ctrip.com/hotel/2600612.html,
成都酒店,成都宏星旅馆,文星镇第六街(蜀星花园正大门对面),,,,,http://hotels.ctrip.com/hotel/4337883.html,
昆明酒店,昆明宏康招待所,官渡区人民东路大树营中营26号，近吉祥超市。 【东站】,,,,,http://hotels.ctrip.com/hotel/1359853.html,
绵阳酒店,绵阳四季旅馆,游仙区华兴南街112号，靠近富乐汽车站。 【市区】,,,,,http://hotels.ctrip.com/hotel/1949955.html,
昆明酒店,昆明龙三农庄,西山区西山风景区猫猫箐村（西山区，近杭瑞高速）,,,,,http://hotels.ctrip.com/hotel/2980687.html,
绵阳酒店,绵阳新工农商务宾馆,涪城区荷花南街41号，立交小区对面。 【市区】,,,,,http://hotels.ctrip.com/hotel/2728111.html,
绵阳酒店,绵阳桃花村农家乐,桑枣镇罗风景区旁,,,,,http://hotels.ctrip.com/hotel/4826898.html,
中山酒店,中山美梦住宿,古镇镇长尾涌北二路90号，近长尾涌北三路。 【古镇】,,,,,http://hotels.ctrip.com/hotel/2253782.html,
霸州(廊坊)酒店,霸州西城茉莉酒店,建设东道885号红太阳对面,,,,,http://hotels.ctrip.com/hotel/1596347.html,
潍坊酒店,潍坊日昱嘉禾宾馆,福寿街路南200米向西。 【市政府/富华会展中心/潍坊学院】,,,,,http://hotels.ctrip.com/hotel/4742307.html,
昆明酒店,昆明爱情海刘姐公寓,呈贡区景明南路大学城雨花毓秀小区东门进诚意苑A栋，近昆明理工大学。 【呈贡新区】,,,,,http://hotels.ctrip.com/hotel/2585358.html,
成都酒店,成都尚好家酒店公寓,青羊区草市街38号（青羊区，近通顺桥街）,,,,,http://hotels.ctrip.com/hotel/2204060.html,
杭州酒店,杭州临平建国宾馆,临平东湖街道红丰村(临平汽车北站附近)。 【余杭地区】,,,,,http://hotels.ctrip.com/hotel/4730494.html,
东莞酒店,东莞汇美住宿,厚街镇康乐南九巷7号。 【厚街镇】,,,,,http://hotels.ctrip.com/hotel/1554389.html,
东莞酒店,聚福公寓（东莞科技路店),科技中路141号，科技中路。 【石碣镇高埗镇】,,,,,http://hotels.ctrip.com/hotel/1519766.html,
成都酒店,天天住宿一店,高新区新园大道新南一期6栋二单元20号,,,,,http://hotels.ctrip.com/hotel/4356877.html,
成都酒店,王姐住宿,高新区新园大道新南一期A区10栋,,,,,http://hotels.ctrip.com/hotel/4356713.html,
绵阳酒店,绵阳群星旅馆,金菊街11号。 【市区】,,,,,http://hotels.ctrip.com/hotel/1051466.html,
潍坊酒店,潍坊文方旅馆,奎文区东风街亚新桥巷。 【风筝广场/世纪泰华/万达商圈】,,,,,http://hotels.ctrip.com/hotel/4742176.html,
绵阳酒店,绵阳锦龙宾馆,涪城区剑南路西段79号，海陆联运大厦斜对面。 【市区】,,,,,http://hotels.ctrip.com/hotel/2627063.html,
潍坊酒店,潍坊银鑫商务客房,坊子区凤华街3-3号。 【坊子区政府】,,,,,http://hotels.ctrip.com/hotel/4741574.html,
潍坊酒店,潍坊风筝城宾馆,潍城区福寿街和平路交叉口北50米路西。 【中百商圈/十笏园】,,,,,http://hotels.ctrip.com/hotel/1216238.html,
成都酒店,成都安居公寓,邛崃山路66号4栋3单元12楼。 【火车东站、锦华万达】,,,,,http://hotels.ctrip.com/hotel/1669613.html,
吉林酒店,吉林光明时尚宾馆,船营区光华路光明胡同85号。 【吉林市政府】,,,,,http://hotels.ctrip.com/hotel/1611888.html,
汝州(平顶山)酒店,汝州平顶山煜泰商务宾馆,西环路星光大道(KTV)北30米,,,,,http://hotels.ctrip.com/hotel/4838574.html,
东莞酒店,东莞七星住宿,塘厦镇花园新街北二巷61号。 【塘厦镇】,,,,,http://hotels.ct�中心/潍坊学院】,,2012年,4间,电话13046492507,http://hotels.ctrip.com/hotel/4741647.html,
潍坊酒店,潍坊坤达宾馆,奎文区银枫路与创新街东北角。 【市政府/富华会展中心/潍坊学院】,,,,,http://hotels.ctrip.com/hotel/1081477.html,
吉林酒店,吉林平安旅馆,丰满区泰山路绿园大药房北侧，近吉林市动物园。 【吉林工业职业技术学院】,,,,,http://hotels.ctrip.com/hotel/2255583.html,
潍坊酒店,潍坊华伟旅馆(南湖小区),奎文区南湖小区。 【市政府/富华会展中心/潍坊学院】,,,,,http://hotels.ctrip.com/hotel/4364424.html,
杭州酒店,杭州双辰客房,拱墅区花园岗街325号。 【汽车北站及国际会展中心区域】,,,,,http://hotels.ctrip.com/hotel/4729013.html,
成都酒店,成都巷子旅社,龙泉驿区音乐广场广场路内侧175号，近龙泉驿地铁站。 【龙泉驿地区】,,,,,http://hotels.ctrip.com/hotel/1876055.html,
潍坊酒店,潍坊南胡西村清秀园旅馆,奎文区新华路三联家电南20米东50米。 【市政府/富华会展中心/潍坊学院】,,,,,http://hotels.ctrip.com/hotel/4742252.html,
绵阳酒店,绵阳秦香阁商务宾馆,一环路东段143号。 【市区】,,,,,http://hotels.ctrip.com/hotel/809961.html,
中山酒店,中山招财住宿,沙溪镇青云东路12号，近利港路。 【沙溪镇、沙朗镇】,,,,,http://hotels.ctrip.com/hotel/2230499.html,
潍坊酒店,潍坊舒心旅馆,民生西街难关派出所斜对面路北60米。 【火车站/汽车站】,,,,,http://hotels.ctrip.com/hotel/4739855.html,
绵阳酒店,绵阳乐港驿家商务宾馆,磨家镇顺祥街30号（康宁诊所旁）,,,,,http://hotels.ctrip.com/hotel/1962821.html,
东莞酒店,东莞鸿运出租房,万江区共联商业街120号，共联商业街。 【东莞市区】,,,,,http://hotels.ctrip.com/hotel/1465033.html,
绵阳酒店,绵阳四宜商务宾馆,涪城区宇虹北街西段12号，平政汽车站左侧两百米。 【市区】,,,,,http://hotels.ctrip.com/hotel/825034.html,
昆明酒店,昆明芩芳招待所,五华区华浦路麻园新村329号-1号（新欣家园对面）（五华区）,,,,,http://hotels.ctrip.com/hotel/1573908.html,
潍坊酒店,潍坊福祥宾馆,潍城区向阳路与人民街交叉口北50米路东。 【火车站/汽车站】,,,,,http://hotels.ctrip.com/hotel/4740093.html,
潍坊酒店,潍坊富阳宾馆鸢飞路店,鸢飞路与院校街路口西30米。 【风筝广场/世纪泰华/万达商圈】,,,,,http://hotels.ctrip.com/hotel/4742338.html,
潍坊酒店,潍坊悦客来宾馆,友谊路与玄武街交叉口向北200米路西。 【寒亭区/杨家埠】,,,,,http://hotels.ctrip.com/hotel/4334552.html,
中山酒店,华天住宿（中山鸿福二路店）,古镇镇鸿福二路16号，近东兴西路。 【古镇】,,,,,http://hotels.ctrip.com/hotel/2260224.html,
杭州酒店,杭州米乐商务宾馆,余杭区乔司镇城隍中路45号，近乔乐路。 【周边地区】,,,,,http://hotels.ctrip.com/hotel/1378352.html,
东莞酒店,东莞金豪住宿,大岭山镇向东村沙岭路66号。 【大岭山镇】,,,,,http://hotels.ctrip.com/hotel/1764791.html,
潍坊酒店,潍坊友家客房,奎文区新华路南胡西社区。 【市政府/富华会展中心/潍坊学院】,,,,,http://hotels.ctrip.com/hotel/4741670.html,
汝州(平顶山)酒店,汝州鑫熙宾馆,西环路与朝阳西路交叉口向东100米路南,,,,,http://hotels.ctrip.com/hotel/1608869.html,
成都酒店,温江龙腾客房,天乡路二段888号，近利贞锦上清。 【温江地区】,,,,,http://hotels.ctrip.com/hotel/2007846.html,
东莞酒店,东莞裕丰公寓,振兴北八路17号。 【道滘镇】,,,,,http://hotels.ctrip.com/hotel/1468583.html,
蓬莱(烟台)酒店,蓬莱淑霞渔家,抹直口村,,,,,http://hotels.ctrip.com/hotel/854521.html,
成都酒店,成都乐活派短租公寓置信路店,成都武侯区外双楠置信路2号2-3-1113。 【红牌楼、双楠商业区】,,,,,http://hotels.ctrip.com/hotel/2103236.html,
吉林酒店,吉林心0驿站青年旅舍,吉林昌邑区阿里山花园小区1-5-9。 【火车站】,,,,,http://hotels.ctrip.com/hotel/3735200.html,
东莞酒店,东莞长安如家住宿,乌沙环南路,,,,,http://hotels.ctrip.com/hotel/4830251.html,
萍乡酒店,芦溪中路公寓,萍乡芦溪县日江路50号,,,,,http://hotels.ctrip.com/hotel/5077762.html,
太原酒店,太原仁和日租房(永康街),太原市长治路王村南街永康街北四巷内,,,,,http://hotels.ctrip.com/hotel/5083183.html,
中山酒店,中山海天住宿,坦洲镇南坦路157号，近界狮南路。 【坦洲镇】,,,,,http://hotels.ctrip.com/hotel/2314180.html,
潍坊酒店,潍坊汇祥宾馆,潍城区向阳路付266号路西。 【火车站/汽车站】,,,,,http://hotels.ctrip.com/hotel/4742276.html,
东莞酒店,鑫辉住宿（东莞厚街赤岭店）,厚街镇莞太路赤岭路段16号，近赤岭二街。 【厚街镇】,,,,,http://hotels.ctrip.com/hotel/1580186.html,
东莞酒店,东莞中堂金源商务住宿(中心路),中堂镇中堂市场隔壁,,,,,http://hotels.ctrip.com/hotel/4832405.html,
成都酒店,成都好123公寓,双流区文星镇西航港川大路三段光明苑25幢2单元（双流区）,,,,,http://hotels.ctrip.com/hotel/765385.html,
杭州酒店,杭州东明旅馆,余杭区乔莫东路25号，近毛桃东街。 【周边地区】,,,,,http://hotels.ctrip.com/hotel/1361893.html,
江油(绵阳)酒店,江油怡合苑客栈,泰安大厦西行50米，近中国电信。 【 市区】,,,,,http://hotels.ctrip.com/hotel/2006781.html,
中山酒店,晚安住宿（中山深湾店）,板芙镇深湾启发南路14号，深湾市场斜对面。 【板芙镇、神湾镇】,,,,,http://hotels.ctrip.com/hotel/2359511.html,
东莞酒店,东莞电梯公寓,中堂镇群英路2号，群英路。 【中堂镇】,,,,,http://hotels.ctrip.com/hotel/1401212.html,
江油(绵阳)酒店,江油厚坝饭店,厚坝镇中雁路7号（近站前街）,,,,,http://hotels.ctrip.com/hotel/2728285.html,
中山酒店,中山电梯房住宿,坦洲镇芳草街13号，靠近鞍莲路。 【坦洲镇前山】,,,,,http://hotels.ctrip.com/hotel/2279229.html,
吉林酒店,吉林明月苑旅馆,昌邑区天津街105号。 【火车站】,,,,,http://hotels.ctrip.com/hotel/1541751.html,
昆明酒店,昆明鸿运宾馆,西山区田家地321号，福康路。 【南亚风情第一城】,,,,,http://hotels.ctrip.com/hotel/1530902.html,
潍坊酒店,潍坊交运宾馆,汽车总站候车室内二楼。 【风筝广场/世纪泰华/万达商圈】,,,,,http://hotels.ctrip.com/hotel/4742344.html,
江油(绵阳)酒店,江油梦缘宾馆,小溪坝镇小溪坝路38号（近商业街）,,,,,http://hotels.ctrip.com/hotel/2728260.html,
吉林酒店,雾凇岛温馨之家客栈,龙潭区乌拉街满族镇韩屯村，近雾凇岛渡口。 【吉林雾凇岛】,,,,,http://hotels.ctrip.com/hotel/1541060.html,
潍坊酒店,潍坊隆祥宾馆(二店),奎文区电子街46号对面。 【风筝广场/世纪泰华/万达商圈】,,,,,http://hotels.ctrip.com/hotel/4741654.html,
勉县(汉中)酒店,勉县喜洋洋招待所,菜园子街农贸市场隔壁（近和平中路）,,,,,http://hotels.ctrip.com/hotel/1335179.html,
潍坊酒店,潍坊温馨旅馆,寒亭区海天路海天三巷1号。 【寒亭区/杨家埠】,,,,,http://hotels.ctrip.com/hotel/4742224.html,
昆明酒店,君悦宾馆(昆明官渡古镇店),官渡区官渡古镇螺峰村，近广福路。 【官渡古镇】,,,,,http://hotels.ctrip.com/hotel/2142066.html,
成都酒店,成都佳家酒店,金牛区解放路一段红花东路57号，近解放东街。 【火车北站、城北客运中心】,,,,,http://hotels.ctrip.com/hotel/2034088.html,
东莞酒店,东莞大朗桃源公寓,大朗镇大朗镇金郎中路176号（大朗镇，近荣华大厦）,,,,,http://hotels.ctrip.com/hotel/1895073.html,
成都酒店,成都新航港公寓,双流区学府西路85号。 【机场地区】,,,,,http://hotels.ctrip.com/hotel/1435398.html,
勉县(汉中)酒店,勉县汉府大酒店,定军大道与金牛大道十字（近人民路）,,,,,http://hotels.ctrip.com/hotel/4591436.html,
太原酒店,太原美丽华住宿,小店区唐槐北路富士康南三门往南100米路东。 【龙城大街小店】,,,,,http://hotels.ctrip.com/hotel/1416964.html,
吉林酒店,吉林雅绅旅馆,船营区长春路昌茂花园金江小区，长春路致敬胡同对面。 【吉林市政府】,,,,,http://hotels.ctrip.com/hotel/1410443.html,
成都酒店,成都格调酒店式公寓,双流区西航港大道中二段599号罗曼星城 (双流机场地区)，近临港路一段。 【机场地区】,,,,,http://hotels.ctrip.com/hotel/2547188.html,
江油(绵阳)酒店,江油轩怡商务宾馆,诗城路中段89号,,,,,http://hotels.ctrip.com/hotel/812035.html,
潍坊酒店,潍坊宗知宾馆,汇金街c5栋-12。 【潍坊医学院/浮烟山风景区】,,,,,http://hotels.ctrip.com/hotel/4742298.html,
太原酒店,太原吉祥招待所,太原永康街王村。 【南内环数码港】,,,,,http://hotels.ctrip.com/hotel/4356159.html,
潍坊酒店,潍坊安来居客栈,奎文区东风东街世纪泰华南门福乐多超市东。 【风筝广场/世纪泰华/万达商圈】,,,,,http://hotels.ctrip.com/hotel/1115117.html,
昆明酒店,昆明天艺客栈,西山区船房新村五社91号，船房路。 【南亚风情第一城滇池风景区】,,,,,http://hotels.ctrip.com/hotel/1541291.html,
东莞酒店,东莞花园商务公寓,万江区金龙路55号。 【东莞市区】,,,,,http://hotels.ctrip.com/hotel/1472581.html,
泸州酒店,泸州黄荆老林宾馆,古蔺县黄荆乡,,,,,http://hotels.ctrip.com/hotel/1231429.html,
五大连池(黑河)酒店,五大连池鑫安居宾馆,勤俭路与和平大街东行110米,,,,,http://hotels.ctrip.com/hotel/4845710.html,
天台(台州)酒店,台州天和假日宾馆,飞霞路38-1号,,,,,http://hotels.ctrip.com/hotel/4728891.html,
成都酒店,成都宜居公寓,龙泉驿区双流文星镇长城路光明苑13幢（龙泉驿区，近川大路）,,,,,http://hotels.ctrip.com/hotel/2034648.html,
吉林酒店,吉林快乐空间旅馆,丰满区华强小区一区4号网点（吉林大街与深圳中路交汇南行50米）。 【吉林工业职业技术学院】,,,,,http://hotels.ctrip.com/hotel/1609113.html,
潍坊酒店,潍坊海纳单间出租,东风街与路交叉口。 【风筝广场/世纪泰华/万达商圈】,,,,,http://hotels.ctrip.com/hotel/4742174.html,
潍坊酒店,潍坊顺翔宾馆,奎文区四平路与电子街交汇处南侧。 【风筝广场/世纪泰华/万达商圈】,,,,,http://hotels.ctrip.com/hotel/1216170.html,
